source_file,clause_id,clause_text,week2_category,regex_label,ground_truth
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,170,All terms used in this Note which are deﬁned in the Indenture shall have the meanings assigned to them in the Indenture.The Notes are governed by the laws of the State of New York.,Term and Termination,Governing Law,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,171,Schedule 1Redemptions and Amount of Securities Date of partial redemption Aggregate principal amount of Securities then redeemed Remaining principal amount of this Global Security Authorized Signature,General Provisions,General Provisions,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,5,"GENERAL DISTRIBUTION AGREEMENT between FIDELITY SALEM STREET TRUST and FIDELITY DISTRIBUTORS COMPANY LLC AGREEMENT made this 15th day of January, 2025, between Fidelity Salem Street Trust, a Massachusetts business trust having its principal place of business in Boston, Massachusetts and which may issue one or more series of beneﬁcial interest (“Issuer”), with respect to shares of Fidelity SAI Enhanced Core Bond Fund, a series of the Issuer, and Fidelity Distributors Company LLC, a Delaware limited liability company having its principal place of business in Smithﬁeld, Rhode Island (“Distributors”).",Parties,Limitation of Liability,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,6,"In consideration of the mutual promises and undertakings herein contained, the parties agree as follows: Sale of Shares - The Issuer grants to Distributors the right to sell shares on behalf of the Issuer during the term of this Agreement and subject to the registration requirements of the Securities Act of 1933, as amended (“1933 Act”), and of the laws governing the sale of securities in the various states (“Blue Sky Laws”) under the following terms and conditions: Distributors (i) shall have the right to sell, as agent on behalf of the Issuer, shares authorized for issue and registered under the 1933 Act, and (ii) may sell shares under oﬀers of exchange, if available, between and among the funds advised by Fidelity Management & Research Company LLC (the “Adviser”) or any of its aﬃliates.",Parties,Parties,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,7,Sale of Shares by the Issuer - The rights granted to Distributors shall be non-exclusive in that the Issuer reserves the right to sell its shares to investors on applications received and accepted by the Issuer.,Intellectual Property,General Provisions,Assignment
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,8,"Further, the Issuer reserves the right to issue shares in connection with the merger or consolidation, or acquisition by the Issuer through purchase or otherwise, with any other investment company, trust, or personal holding company.",Parties,General Provisions,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,9,"Shares Covered by this Agreement - This Agreement shall apply to unissued shares of the Issuer, shares of the Issuer held in its treasury in the event that in the discretion of the Issuer treasury shares shall be sold, and shares of the Issuer repurchased for resale.",Parties,General Provisions,Amendments
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,10,"Public Oﬀering Price - Except as otherwise noted in the Issuer’s current Prospectus and/or Statement of Additional Information, all shares sold to investors by Distributors or the Issuer will be sold at the public oﬀering price.",Governing Law,General Provisions,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,11,"The public oﬀering price for all accepted subscriptions will be the net asset value per share, as determined in the manner described in the Issuer’s current Prospectus and/or Statement of Additional Information, plus a sales charge (if any) described in the Issuer’s current Prospectus and/or Statement of Additional Information.",Payment,General Provisions,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,12,The Issuer shall in all cases receive the net asset value per share on all sales.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,13,"If a sales charge is in eﬀect, Distributors shall have the right subject to such rules or regulations of the Securities and Exchange Commission as may then be in eﬀect pursuant to Section 22 of the Investment Company Act of 1940 to pay a portion of the sales charge to dealers who have sold shares of the Issuer.",Parties,General Provisions,Parties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,14,"If a fee in connection with shareholder redemptions is in eﬀect, the Issuer shall collect the fee and, unless otherwise agreed upon by the Issuer and Distributors, the Issuer shall be entitled to receive all of such fees.",Payment,Payment,Payment
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,15,"Suspension of Sales - If and whenever the determination of net asset value is suspended and until such suspension is terminated, no further orders for shares shall be processed by Distributors except such unconditional 6.",Term and Termination,Term and Termination,Term and Termination
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,20,orders as may have been placed with Distributors before it had knowledge of the suspension.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,21,"In addition, the Issuer reserves the right to suspend sales and Distributors’ authority to process orders for shares on behalf of the Issuer if, in the judgment of the Issuer, it is in the best interests of the Issuer to do so.",General Provisions,Term and Termination,Representations and Warranties
Law_Insider_fidelity-salem-street-trust_general-distribution-agreement-between-fidelity-salem-street-trust-and_Filed_10-04-2025_Contract.pdf,22,Suspension will continue for such period as may be determined by the Issuer.,Term and Termination,General Provisions,Amendments
